SessionID,Date,ResourceID,MethodID,Duration_Minutes,FocusScore,Passive_Flag,Hour,DateTime
4313,2016-03-06 00:34:16.952844,107,3,220,69,0,15,2016-03-06 15:34:16.952844
4314,2016-03-07 00:34:16.952844,104,3,111,88,0,17,2016-03-07 17:34:16.952844
4315,2016-03-08 00:34:16.952844,106,2,175,79,1,11,2016-03-08 11:34:16.952844
4316,2016-03-09 00:34:16.952844,106,4,55,83,1,11,2016-03-09 11:34:16.952844
4317,2016-03-10 00:34:16.952844,101,3,93,82,0,6,2016-03-10 06:34:16.952844
4318,2016-03-11 00:34:16.952844,103,4,177,84,0,17,2016-03-11 17:34:16.952844
4319,2016-03-12 00:34:16.952844,104,4,115,93,0,15,2016-03-12 15:34:16.952844
4320,2016-03-13 00:34:16.952844,105,2,187,52,0,19,2016-03-13 19:34:16.952844
4321,2016-03-14 00:34:16.952844,107,4,220,60,0,20,2016-03-14 20:34:16.952844
4322,2016-03-15 00:34:16.952844,105,3,60,91,1,9,2016-03-15 09:34:16.952844
4323,2016-03-16 00:34:16.952844,103,3,129,93,0,6,2016-03-16 06:34:16.952844
4324,2016-03-17 00:34:16.952844,101,4,169,89,1,13,2016-03-17 13:34:16.952844
4325,2016-03-18 00:34:16.952844,105,2,188,60,1,8,2016-03-18 08:34:16.952844
4326,2016-03-19 00:34:16.952844,106,2,130,79,0,19,2016-03-19 19:34:16.952844
4327,2016-03-20 00:34:16.952844,104,1,236,67,0,22,2016-03-20 22:34:16.952844
4328,2016-03-21 00:34:16.952844,101,4,136,86,1,7,2016-03-21 07:34:16.952844
4329,2016-03-22 00:34:16.952844,107,5,159,94,1,20,2016-03-22 20:34:16.952844
4330,2016-03-23 00:34:16.952844,106,1,44,94,0,11,2016-03-23 11:34:16.952844
4331,2016-03-24 00:34:16.952844,107,1,161,92,1,10,2016-03-24 10:34:16.952844
4332,2016-03-25 00:34:16.952844,101,2,195,68,0,19,2016-03-25 19:34:16.952844
4333,2016-03-26 00:34:16.952844,102,5,104,76,1,14,2016-03-26 14:34:16.952844
4334,2016-03-27 00:34:16.952844,104,3,152,82,0,13,2016-03-27 13:34:16.952844
4335,2016-03-28 00:34:16.952844,104,5,186,60,0,8,2016-03-28 08:34:16.952844
4336,2016-03-29 00:34:16.952844,106,3,47,92,0,13,2016-03-29 13:34:16.952844
4337,2016-03-30 00:34:16.952844,103,3,171,84,0,21,2016-03-30 21:34:16.952844
4338,2016-03-31 00:34:16.952844,106,1,166,77,0,20,2016-03-31 20:34:16.952844
4339,2016-04-01 00:34:16.952844,106,3,168,86,1,20,2016-04-01 20:34:16.952844
4340,2016-04-02 00:34:16.952844,104,4,233,52,1,21,2016-04-02 21:34:16.952844
4341,2016-04-03 00:34:16.952844,103,4,210,56,0,6,2016-04-03 06:34:16.952844
4342,2016-04-04 00:34:16.952844,106,2,107,85,0,15,2016-04-04 15:34:16.952844
4343,2016-04-05 00:34:16.952844,102,1,68,84,1,10,2016-04-05 10:34:16.952844
4344,2016-04-06 00:34:16.952844,106,4,200,64,1,8,2016-04-06 08:34:16.952844
4345,2016-04-07 00:34:16.952844,103,4,77,94,0,9,2016-04-07 09:34:16.952844
4346,2016-04-08 00:34:16.952844,105,5,79,87,1,9,2016-04-08 09:34:16.952844
4347,2016-04-09 00:34:16.952844,107,1,98,78,0,16,2016-04-09 16:34:16.952844
4348,2016-04-10 00:34:16.952844,103,4,107,82,1,14,2016-04-10 14:34:16.952844
4349,2016-04-11 00:34:16.952844,101,5,38,93,1,6,2016-04-11 06:34:16.952844
4350,2016-04-12 00:34:16.952844,103,3,192,54,1,21,2016-04-12 21:34:16.952844
4351,2016-04-13 00:34:16.952844,103,2,178,92,0,14,2016-04-13 14:34:16.952844
4352,2016-04-14 00:34:16.952844,101,2,126,82,1,16,2016-04-14 16:34:16.952844
4353,2016-04-15 00:34:16.952844,105,3,110,85,1,11,2016-04-15 11:34:16.952844
4354,2016-04-16 00:34:16.952844,101,3,124,76,1,22,2016-04-16 22:34:16.952844
4355,2016-04-17 00:34:16.952844,102,1,35,88,1,17,2016-04-17 17:34:16.952844
4356,2016-04-18 00:34:16.952844,103,4,96,86,1,13,2016-04-18 13:34:16.952844
4357,2016-04-19 00:34:16.952844,102,2,129,86,1,21,2016-04-19 21:34:16.952844
4358,2016-04-20 00:34:16.952844,103,5,95,76,0,10,2016-04-20 10:34:16.952844
4359,2016-04-21 00:34:16.952844,102,3,172,91,0,6,2016-04-21 06:34:16.952844
4360,2016-04-22 00:34:16.952844,101,2,164,88,0,22,2016-04-22 22:34:16.952844
4361,2016-04-23 00:34:16.952844,101,5,201,66,0,13,2016-04-23 13:34:16.952844
4362,2016-04-24 00:34:16.952844,105,5,189,63,0,15,2016-04-24 15:34:16.952844
4363,2016-04-25 00:34:16.952844,101,4,99,93,0,20,2016-04-25 20:34:16.952844
4364,2016-04-26 00:34:16.952844,103,2,117,80,1,18,2016-04-26 18:34:16.952844
4365,2016-04-27 00:34:16.952844,105,4,56,92,1,15,2016-04-27 15:34:16.952844
4366,2016-04-28 00:34:16.952844,105,2,117,79,1,14,2016-04-28 14:34:16.952844
4367,2016-04-29 00:34:16.952844,103,1,149,80,0,18,2016-04-29 18:34:16.952844
4368,2016-04-30 00:34:16.952844,104,4,63,82,1,8,2016-04-30 08:34:16.952844
4369,2016-05-01 00:34:16.952844,103,1,76,89,0,8,2016-05-01 08:34:16.952844
4370,2016-05-02 00:34:16.952844,103,1,232,50,1,6,2016-05-02 06:34:16.952844
4371,2016-05-03 00:34:16.952844,107,1,47,86,0,7,2016-05-03 07:34:16.952844
4372,2016-05-04 00:34:16.952844,106,1,105,85,1,16,2016-05-04 16:34:16.952844
4373,2016-05-05 00:34:16.952844,102,5,185,57,1,19,2016-05-05 19:34:16.952844
4374,2016-05-06 00:34:16.952844,103,4,153,81,0,15,2016-05-06 15:34:16.952844
4375,2016-05-07 00:34:16.952844,106,3,180,76,0,12,2016-05-07 12:34:16.952844
4376,2016-05-08 00:34:16.952844,104,1,168,84,1,6,2016-05-08 06:34:16.952844
4377,2016-05-09 00:34:16.952844,102,5,192,69,0,12,2016-05-09 12:34:16.952844
4378,2016-05-10 00:34:16.952844,106,1,122,84,0,20,2016-05-10 20:34:16.952844
4379,2016-05-11 00:34:16.952844,102,5,57,92,1,16,2016-05-11 16:34:16.952844
4380,2016-05-12 00:34:16.952844,107,2,235,67,0,11,2016-05-12 11:34:16.952844
4381,2016-05-13 00:34:16.952844,103,4,53,82,0,12,2016-05-13 12:34:16.952844
4382,2016-05-14 00:34:16.952844,104,2,135,87,1,12,2016-05-14 12:34:16.952844
4383,2016-05-15 00:34:16.952844,103,2,82,82,0,6,2016-05-15 06:34:16.952844
4384,2016-05-16 00:34:16.952844,106,1,161,78,0,15,2016-05-16 15:34:16.952844
4385,2016-05-17 00:34:16.952844,101,4,34,75,0,20,2016-05-17 20:34:16.952844
4386,2016-05-18 00:34:16.952844,104,5,78,76,0,13,2016-05-18 13:34:16.952844
4387,2016-05-19 00:34:16.952844,106,2,59,82,0,8,2016-05-19 08:34:16.952844
4388,2016-05-20 00:34:16.952844,104,3,132,89,1,20,2016-05-20 20:34:16.952844
4389,2016-05-21 00:34:16.952844,106,5,55,79,0,9,2016-05-21 09:34:16.952844
4390,2016-05-22 00:34:16.952844,106,3,36,82,1,11,2016-05-22 11:34:16.952844
4391,2016-05-23 00:34:16.952844,105,2,121,81,1,15,2016-05-23 15:34:16.952844
4392,2016-05-24 00:34:16.952844,107,2,219,56,1,21,2016-05-24 21:34:16.952844
4393,2016-05-25 00:34:16.952844,106,4,235,67,1,11,2016-05-25 11:34:16.952844
4394,2016-05-26 00:34:16.952844,107,4,161,84,1,22,2016-05-26 22:34:16.952844
4395,2016-05-27 00:34:16.952844,105,4,239,61,1,18,2016-05-27 18:34:16.952844
4396,2016-05-28 00:34:16.952844,101,2,141,81,0,12,2016-05-28 12:34:16.952844
4397,2016-05-29 00:34:16.952844,107,3,185,54,1,17,2016-05-29 17:34:16.952844
4398,2016-05-30 00:34:16.952844,104,3,96,86,0,7,2016-05-30 07:34:16.952844
4399,2016-05-31 00:34:16.952844,106,4,140,84,0,17,2016-05-31 17:34:16.952844
4400,2016-06-01 00:34:16.952844,102,4,177,93,1,17,2016-06-01 17:34:16.952844
4401,2016-06-02 00:34:16.952844,106,1,153,85,1,9,2016-06-02 09:34:16.952844
4402,2016-06-03 00:34:16.952844,106,4,133,77,0,9,2016-06-03 09:34:16.952844
4403,2016-06-04 00:34:16.952844,107,4,36,81,1,21,2016-06-04 21:34:16.952844
4404,2016-06-05 00:34:16.952844,105,4,139,76,0,19,2016-06-05 19:34:16.952844
4405,2016-06-06 00:34:16.952844,101,3,135,93,1,22,2016-06-06 22:34:16.952844
4406,2016-06-07 00:34:16.952844,105,2,87,83,1,22,2016-06-07 22:34:16.952844
4407,2016-06-08 00:34:16.952844,101,5,77,93,1,8,2016-06-08 08:34:16.952844
4408,2016-06-09 00:34:16.952844,103,3,239,58,1,11,2016-06-09 11:34:16.952844
4409,2016-06-10 00:34:16.952844,104,4,77,87,1,18,2016-06-10 18:34:16.952844
4410,2016-06-11 00:34:16.952844,104,3,54,94,0,14,2016-06-11 14:34:16.952844
4411,2016-06-12 00:34:16.952844,103,4,107,86,0,14,2016-06-12 14:34:16.952844
4412,2016-06-13 00:34:16.952844,103,1,54,93,1,13,2016-06-13 13:34:16.952844
4413,2016-06-14 00:34:16.952844,104,4,68,89,0,22,2016-06-14 22:34:16.952844
4414,2016-06-15 00:34:16.952844,105,2,109,82,0,21,2016-06-15 21:34:16.952844
4415,2016-06-16 00:34:16.952844,107,1,103,78,1,21,2016-06-16 21:34:16.952844
4416,2016-06-17 00:34:16.952844,102,5,176,89,0,21,2016-06-17 21:34:16.952844
4417,2016-06-18 00:34:16.952844,106,1,235,50,1,19,2016-06-18 19:34:16.952844
4418,2016-06-19 00:34:16.952844,101,3,167,93,1,19,2016-06-19 19:34:16.952844
4419,2016-06-20 00:34:16.952844,107,5,59,77,0,19,2016-06-20 19:34:16.952844
4420,2016-06-21 00:34:16.952844,106,1,130,83,0,19,2016-06-21 19:34:16.952844
4421,2016-06-22 00:34:16.952844,103,5,239,60,0,17,2016-06-22 17:34:16.952844
4422,2016-06-23 00:34:16.952844,102,5,205,51,1,11,2016-06-23 11:34:16.952844
4423,2016-06-24 00:34:16.952844,107,2,233,55,1,18,2016-06-24 18:34:16.952844
4424,2016-06-25 00:34:16.952844,107,2,136,82,1,21,2016-06-25 21:34:16.952844
4425,2016-06-26 00:34:16.952844,103,4,152,76,0,14,2016-06-26 14:34:16.952844
4426,2016-06-27 00:34:16.952844,105,2,230,64,0,7,2016-06-27 07:34:16.952844
4427,2016-06-28 00:34:16.952844,101,1,31,75,0,8,2016-06-28 08:34:16.952844
4428,2016-06-29 00:34:16.952844,105,4,231,51,1,15,2016-06-29 15:34:16.952844
4429,2016-06-30 00:34:16.952844,101,2,212,57,1,7,2016-06-30 07:34:16.952844
4430,2016-07-01 00:34:16.952844,103,1,130,75,0,15,2016-07-01 15:34:16.952844
4431,2016-07-02 00:34:16.952844,106,2,140,80,0,13,2016-07-02 13:34:16.952844
4432,2016-07-03 00:34:16.952844,103,1,156,82,1,22,2016-07-03 22:34:16.952844
4433,2016-07-04 00:34:16.952844,106,4,176,75,0,6,2016-07-04 06:34:16.952844
4434,2016-07-05 00:34:16.952844,107,3,62,82,0,11,2016-07-05 11:34:16.952844
4435,2016-07-06 00:34:16.952844,101,1,61,79,1,12,2016-07-06 12:34:16.952844
4436,2016-07-07 00:34:16.952844,101,1,46,82,0,20,2016-07-07 20:34:16.952844
4437,2016-07-08 00:34:16.952844,101,5,86,84,1,14,2016-07-08 14:34:16.952844
4438,2016-07-09 00:34:16.952844,102,5,127,83,1,13,2016-07-09 13:34:16.952844
4439,2016-07-10 00:34:16.952844,107,3,149,77,1,15,2016-07-10 15:34:16.952844
4440,2016-07-11 00:34:16.952844,105,1,228,64,1,9,2016-07-11 09:34:16.952844
4441,2016-07-12 00:34:16.952844,103,4,210,69,0,13,2016-07-12 13:34:16.952844
4442,2016-07-13 00:34:16.952844,101,3,54,77,1,6,2016-07-13 06:34:16.952844
4443,2016-07-14 00:34:16.952844,104,3,219,63,1,13,2016-07-14 13:34:16.952844
4444,2016-07-15 00:34:16.952844,101,2,181,51,1,17,2016-07-15 17:34:16.952844
4445,2016-07-16 00:34:16.952844,105,3,75,85,1,20,2016-07-16 20:34:16.952844
4446,2016-07-17 00:34:16.952844,103,5,205,57,0,18,2016-07-17 18:34:16.952844
4447,2016-07-18 00:34:16.952844,104,1,68,85,1,21,2016-07-18 21:34:16.952844
4448,2016-07-19 00:34:16.952844,106,4,192,66,1,6,2016-07-19 06:34:16.952844
4449,2016-07-20 00:34:16.952844,107,5,75,80,0,22,2016-07-20 22:34:16.952844
4450,2016-07-21 00:34:16.952844,104,2,165,79,0,21,2016-07-21 21:34:16.952844
4451,2016-07-22 00:34:16.952844,104,2,121,82,1,10,2016-07-22 10:34:16.952844
4452,2016-07-23 00:34:16.952844,103,4,63,89,0,15,2016-07-23 15:34:16.952844
4453,2016-07-24 00:34:16.952844,106,3,156,91,1,11,2016-07-24 11:34:16.952844
4454,2016-07-25 00:34:16.952844,102,1,190,64,0,17,2016-07-25 17:34:16.952844
4455,2016-07-26 00:34:16.952844,105,2,139,94,0,15,2016-07-26 15:34:16.952844
4456,2016-07-27 00:34:16.952844,107,4,147,90,0,22,2016-07-27 22:34:16.952844
4457,2016-07-28 00:34:16.952844,101,2,38,75,1,7,2016-07-28 07:34:16.952844
4458,2016-07-29 00:34:16.952844,105,4,217,66,0,11,2016-07-29 11:34:16.952844
4459,2016-07-30 00:34:16.952844,101,4,234,54,1,18,2016-07-30 18:34:16.952844
4460,2016-07-31 00:34:16.952844,104,3,39,80,1,14,2016-07-31 14:34:16.952844
4461,2016-08-01 00:34:16.952844,107,2,144,87,0,17,2016-08-01 17:34:16.952844
4462,2016-08-02 00:34:16.952844,103,5,94,94,1,13,2016-08-02 13:34:16.952844
4463,2016-08-03 00:34:16.952844,107,1,86,89,1,7,2016-08-03 07:34:16.952844
4464,2016-08-04 00:34:16.952844,106,2,75,82,1,13,2016-08-04 13:34:16.952844
4465,2016-08-05 00:34:16.952844,105,4,39,83,1,15,2016-08-05 15:34:16.952844
4466,2016-08-06 00:34:16.952844,106,2,142,83,1,14,2016-08-06 14:34:16.952844
4467,2016-08-07 00:34:16.952844,104,4,224,60,0,13,2016-08-07 13:34:16.952844
4468,2016-08-08 00:34:16.952844,101,4,41,84,0,8,2016-08-08 08:34:16.952844
4469,2016-08-09 00:34:16.952844,104,2,182,66,0,14,2016-08-09 14:34:16.952844
4470,2016-08-10 00:34:16.952844,102,5,206,60,0,18,2016-08-10 18:34:16.952844
4471,2016-08-11 00:34:16.952844,102,2,219,53,1,14,2016-08-11 14:34:16.952844
4472,2016-08-12 00:34:16.952844,107,1,68,88,0,17,2016-08-12 17:34:16.952844
4473,2016-08-13 00:34:16.952844,104,4,85,82,0,18,2016-08-13 18:34:16.952844
4474,2016-08-14 00:34:16.952844,106,5,158,78,1,13,2016-08-14 13:34:16.952844
4475,2016-08-15 00:34:16.952844,102,5,59,86,1,20,2016-08-15 20:34:16.952844
4476,2016-08-16 00:34:16.952844,104,1,64,87,1,18,2016-08-16 18:34:16.952844
4477,2016-08-17 00:34:16.952844,101,4,209,55,1,18,2016-08-17 18:34:16.952844
4478,2016-08-18 00:34:16.952844,106,3,116,78,1,22,2016-08-18 22:34:16.952844
4479,2016-08-19 00:34:16.952844,105,3,81,90,0,20,2016-08-19 20:34:16.952844
4480,2016-08-20 00:34:16.952844,102,3,164,85,0,8,2016-08-20 08:34:16.952844
4481,2016-08-21 00:34:16.952844,107,5,213,50,1,19,2016-08-21 19:34:16.952844
4482,2016-08-22 00:34:16.952844,105,5,87,81,1,15,2016-08-22 15:34:16.952844
4483,2016-08-23 00:34:16.952844,104,4,169,81,0,22,2016-08-23 22:34:16.952844
4484,2016-08-24 00:34:16.952844,103,2,157,81,0,13,2016-08-24 13:34:16.952844
4485,2016-08-25 00:34:16.952844,105,4,135,90,0,17,2016-08-25 17:34:16.952844
4486,2016-08-26 00:34:16.952844,103,4,119,82,0,22,2016-08-26 22:34:16.952844
4487,2016-08-27 00:34:16.952844,102,4,230,58,0,16,2016-08-27 16:34:16.952844
4488,2016-08-28 00:34:16.952844,101,3,127,87,0,14,2016-08-28 14:34:16.952844
4489,2016-08-29 00:34:16.952844,102,1,106,78,1,20,2016-08-29 20:34:16.952844
4490,2016-08-30 00:34:16.952844,103,1,118,86,0,14,2016-08-30 14:34:16.952844
4491,2016-08-31 00:34:16.952844,105,4,174,76,0,17,2016-08-31 17:34:16.952844
4492,2016-09-01 00:34:16.952844,101,3,170,92,0,16,2016-09-01 16:34:16.952844
4493,2016-09-02 00:34:16.952844,103,1,57,89,0,22,2016-09-02 22:34:16.952844
4494,2016-09-03 00:34:16.952844,103,3,236,50,1,11,2016-09-03 11:34:16.952844
4495,2016-09-04 00:34:16.952844,105,3,49,84,1,13,2016-09-04 13:34:16.952844
4496,2016-09-05 00:34:16.952844,105,4,169,79,1,15,2016-09-05 15:34:16.952844
4497,2016-09-06 00:34:16.952844,105,5,230,57,0,20,2016-09-06 20:34:16.952844
4498,2016-09-07 00:34:16.952844,101,5,141,88,0,9,2016-09-07 09:34:16.952844
4499,2016-09-08 00:34:16.952844,101,2,120,87,1,16,2016-09-08 16:34:16.952844
4500,2016-09-09 00:34:16.952844,102,3,114,87,0,14,2016-09-09 14:34:16.952844
4501,2016-09-10 00:34:16.952844,102,5,60,79,1,14,2016-09-10 14:34:16.952844
4502,2016-09-11 00:34:16.952844,103,5,151,85,1,13,2016-09-11 13:34:16.952844
4503,2016-09-12 00:34:16.952844,107,5,83,79,1,8,2016-09-12 08:34:16.952844
4504,2016-09-13 00:34:16.952844,102,2,170,85,0,19,2016-09-13 19:34:16.952844
4505,2016-09-14 00:34:16.952844,107,2,118,93,0,8,2016-09-14 08:34:16.952844
4506,2016-09-15 00:34:16.952844,101,5,128,89,0,22,2016-09-15 22:34:16.952844
4507,2016-09-16 00:34:16.952844,102,2,100,80,1,9,2016-09-16 09:34:16.952844
4508,2016-09-17 00:34:16.952844,107,1,96,87,1,20,2016-09-17 20:34:16.952844
4509,2016-09-18 00:34:16.952844,101,1,196,54,0,11,2016-09-18 11:34:16.952844
4510,2016-09-19 00:34:16.952844,105,4,148,92,1,20,2016-09-19 20:34:16.952844
4511,2016-09-20 00:34:16.952844,106,4,115,82,1,12,2016-09-20 12:34:16.952844
4512,2016-09-21 00:34:16.952844,103,5,238,69,0,17,2016-09-21 17:34:16.952844
4513,2016-09-22 00:34:16.952844,102,5,120,75,1,21,2016-09-22 21:34:16.952844
4514,2016-09-23 00:34:16.952844,104,4,110,84,1,14,2016-09-23 14:34:16.952844
4515,2016-09-24 00:34:16.952844,103,3,233,65,1,10,2016-09-24 10:34:16.952844
4516,2016-09-25 00:34:16.952844,105,1,155,90,0,16,2016-09-25 16:34:16.952844
4517,2016-09-26 00:34:16.952844,102,3,165,84,0,7,2016-09-26 07:34:16.952844
4518,2016-09-27 00:34:16.952844,107,4,154,91,1,21,2016-09-27 21:34:16.952844
4519,2016-09-28 00:34:16.952844,104,3,93,92,0,9,2016-09-28 09:34:16.952844
4520,2016-09-29 00:34:16.952844,105,4,49,90,1,10,2016-09-29 10:34:16.952844
4521,2016-09-30 00:34:16.952844,102,1,174,90,1,12,2016-09-30 12:34:16.952844
4522,2016-10-01 00:34:16.952844,107,4,48,82,1,11,2016-10-01 11:34:16.952844
4523,2016-10-02 00:34:16.952844,106,4,195,55,0,15,2016-10-02 15:34:16.952844
4524,2016-10-03 00:34:16.952844,105,5,210,58,0,19,2016-10-03 19:34:16.952844
4525,2016-10-04 00:34:16.952844,104,3,129,86,0,13,2016-10-04 13:34:16.952844
4526,2016-10-05 00:34:16.952844,106,1,217,61,0,19,2016-10-05 19:34:16.952844
4527,2016-10-06 00:34:16.952844,104,3,174,89,0,19,2016-10-06 19:34:16.952844
4528,2016-10-07 00:34:16.952844,101,5,102,81,1,8,2016-10-07 08:34:16.952844
4529,2016-10-08 00:34:16.952844,103,1,199,65,1,6,2016-10-08 06:34:16.952844
4530,2016-10-09 00:34:16.952844,103,5,169,81,0,14,2016-10-09 14:34:16.952844
4531,2016-10-10 00:34:16.952844,105,3,175,89,0,14,2016-10-10 14:34:16.952844
4532,2016-10-11 00:34:16.952844,106,3,35,86,1,7,2016-10-11 07:34:16.952844
4533,2016-10-12 00:34:16.952844,104,1,200,69,1,21,2016-10-12 21:34:16.952844
4534,2016-10-13 00:34:16.952844,103,1,192,51,0,13,2016-10-13 13:34:16.952844
4535,2016-10-14 00:34:16.952844,107,4,211,54,1,11,2016-10-14 11:34:16.952844
4536,2016-10-15 00:34:16.952844,104,2,239,65,1,18,2016-10-15 18:34:16.952844
4537,2016-10-16 00:34:16.952844,106,5,165,94,0,6,2016-10-16 06:34:16.952844
4538,2016-10-17 00:34:16.952844,101,3,115,85,0,20,2016-10-17 20:34:16.952844
4539,2016-10-18 00:34:16.952844,105,2,167,86,0,6,2016-10-18 06:34:16.952844
4540,2016-10-19 00:34:16.952844,107,2,121,80,0,15,2016-10-19 15:34:16.952844
4541,2016-10-20 00:34:16.952844,104,1,177,79,0,6,2016-10-20 06:34:16.952844
4542,2016-10-21 00:34:16.952844,104,1,52,83,1,17,2016-10-21 17:34:16.952844
4543,2016-10-22 00:34:16.952844,101,5,87,90,1,16,2016-10-22 16:34:16.952844
4544,2016-10-23 00:34:16.952844,107,2,211,63,0,22,2016-10-23 22:34:16.952844
4545,2016-10-24 00:34:16.952844,103,3,51,82,0,9,2016-10-24 09:34:16.952844
4546,2016-10-25 00:34:16.952844,105,3,152,94,0,12,2016-10-25 12:34:16.952844
4547,2016-10-26 00:34:16.952844,106,4,208,63,1,17,2016-10-26 17:34:16.952844
4548,2016-10-27 00:34:16.952844,107,1,68,79,0,18,2016-10-27 18:34:16.952844
4549,2016-10-28 00:34:16.952844,102,5,207,51,0,10,2016-10-28 10:34:16.952844
4550,2016-10-29 00:34:16.952844,106,3,104,82,0,11,2016-10-29 11:34:16.952844
4551,2016-10-30 00:34:16.952844,102,4,190,61,0,7,2016-10-30 07:34:16.952844
4552,2016-10-31 00:34:16.952844,103,5,63,92,0,12,2016-10-31 12:34:16.952844
4553,2016-11-01 00:34:16.952844,106,5,228,66,1,19,2016-11-01 19:34:16.952844
4554,2016-11-02 00:34:16.952844,102,1,91,88,1,19,2016-11-02 19:34:16.952844
4555,2016-11-03 00:34:16.952844,103,5,85,81,1,15,2016-11-03 15:34:16.952844
4556,2016-11-04 00:34:16.952844,101,3,147,77,1,9,2016-11-04 09:34:16.952844
4557,2016-11-05 00:34:16.952844,105,1,195,69,1,8,2016-11-05 08:34:16.952844
4558,2016-11-06 00:34:16.952844,101,1,191,66,0,19,2016-11-06 19:34:16.952844
4559,2016-11-07 00:34:16.952844,102,1,73,86,0,11,2016-11-07 11:34:16.952844
4560,2016-11-08 00:34:16.952844,103,5,187,66,0,20,2016-11-08 20:34:16.952844
4561,2016-11-09 00:34:16.952844,107,2,88,84,0,13,2016-11-09 13:34:16.952844
4562,2016-11-10 00:34:16.952844,102,3,128,94,1,10,2016-11-10 10:34:16.952844
4563,2016-11-11 00:34:16.952844,101,2,175,87,1,8,2016-11-11 08:34:16.952844
4564,2016-11-12 00:34:16.952844,107,2,137,91,0,8,2016-11-12 08:34:16.952844
4565,2016-11-13 00:34:16.952844,103,1,220,59,1,18,2016-11-13 18:34:16.952844
4566,2016-11-14 00:34:16.952844,106,3,40,80,0,7,2016-11-14 07:34:16.952844
4567,2016-11-15 00:34:16.952844,103,2,99,83,1,6,2016-11-15 06:34:16.952844
4568,2016-11-16 00:34:16.952844,104,2,219,64,0,17,2016-11-16 17:34:16.952844
4569,2016-11-17 00:34:16.952844,103,2,63,78,0,13,2016-11-17 13:34:16.952844
4570,2016-11-18 00:34:16.952844,103,3,130,91,1,14,2016-11-18 14:34:16.952844
4571,2016-11-19 00:34:16.952844,103,1,133,86,1,19,2016-11-19 19:34:16.952844
4572,2016-11-20 00:34:16.952844,103,5,69,93,1,15,2016-11-20 15:34:16.952844
4573,2016-11-21 00:34:16.952844,103,5,96,92,1,14,2016-11-21 14:34:16.952844
4574,2016-11-22 00:34:16.952844,107,2,210,68,0,11,2016-11-22 11:34:16.952844
4575,2016-11-23 00:34:16.952844,107,5,93,93,1,6,2016-11-23 06:34:16.952844
4576,2016-11-24 00:34:16.952844,102,5,76,80,0,10,2016-11-24 10:34:16.952844
4577,2016-11-25 00:34:16.952844,106,4,45,82,1,15,2016-11-25 15:34:16.952844
4578,2016-11-26 00:34:16.952844,106,3,175,94,0,18,2016-11-26 18:34:16.952844
4579,2016-11-27 00:34:16.952844,103,5,205,60,1,9,2016-11-27 09:34:16.952844
4580,2016-11-28 00:34:16.952844,101,5,68,91,0,6,2016-11-28 06:34:16.952844
4581,2016-11-29 00:34:16.952844,103,2,142,86,1,7,2016-11-29 07:34:16.952844
4582,2016-11-30 00:34:16.952844,103,1,167,81,0,9,2016-11-30 09:34:16.952844
4583,2016-12-01 00:34:16.952844,105,2,139,75,1,22,2016-12-01 22:34:16.952844
4584,2016-12-02 00:34:16.952844,102,4,78,78,1,15,2016-12-02 15:34:16.952844
4585,2016-12-03 00:34:16.952844,103,5,50,79,1,17,2016-12-03 17:34:16.952844
4586,2016-12-04 00:34:16.952844,106,5,145,81,0,7,2016-12-04 07:34:16.952844
4587,2016-12-05 00:34:16.952844,103,1,156,84,1,8,2016-12-05 08:34:16.952844
4588,2016-12-06 00:34:16.952844,107,1,238,56,0,19,2016-12-06 19:34:16.952844
4589,2016-12-07 00:34:16.952844,104,4,228,60,1,20,2016-12-07 20:34:16.952844
4590,2016-12-08 00:34:16.952844,103,1,102,86,0,18,2016-12-08 18:34:16.952844
4591,2016-12-09 00:34:16.952844,103,3,64,78,0,14,2016-12-09 14:34:16.952844
4592,2016-12-10 00:34:16.952844,104,5,214,62,0,7,2016-12-10 07:34:16.952844
4593,2016-12-11 00:34:16.952844,107,1,52,93,1,21,2016-12-11 21:34:16.952844
4594,2016-12-12 00:34:16.952844,107,5,196,65,1,16,2016-12-12 16:34:16.952844
4595,2016-12-13 00:34:16.952844,105,5,126,86,1,17,2016-12-13 17:34:16.952844
4596,2016-12-14 00:34:16.952844,106,4,63,81,1,6,2016-12-14 06:34:16.952844
4597,2016-12-15 00:34:16.952844,107,2,104,87,1,7,2016-12-15 07:34:16.952844
4598,2016-12-16 00:34:16.952844,106,3,60,76,1,21,2016-12-16 21:34:16.952844
4599,2016-12-17 00:34:16.952844,104,4,132,89,1,7,2016-12-17 07:34:16.952844
4600,2016-12-18 00:34:16.952844,101,2,86,85,0,15,2016-12-18 15:34:16.952844
4601,2016-12-19 00:34:16.952844,104,4,63,81,1,15,2016-12-19 15:34:16.952844
4602,2016-12-20 00:34:16.952844,105,4,225,60,0,21,2016-12-20 21:34:16.952844
4603,2016-12-21 00:34:16.952844,102,5,58,76,0,18,2016-12-21 18:34:16.952844
4604,2016-12-22 00:34:16.952844,103,5,45,81,0,21,2016-12-22 21:34:16.952844
4605,2016-12-23 00:34:16.952844,105,2,106,79,0,13,2016-12-23 13:34:16.952844
4606,2016-12-24 00:34:16.952844,106,3,110,86,0,18,2016-12-24 18:34:16.952844
4607,2016-12-25 00:34:16.952844,101,3,153,93,0,12,2016-12-25 12:34:16.952844
4608,2016-12-26 00:34:16.952844,107,3,228,55,1,11,2016-12-26 11:34:16.952844
