AssessmentID,SessionID,Subject,Questions_Total,Questions_Correct,Difficulty_Rating
4144,4144,Chemistry,24,9,1
4145,4145,Physics,14,7,3
4146,4146,English,28,25,2
4147,4147,Science,43,31,5
4148,4148,Science,13,5,3
4149,4149,Physics,30,10,1
4150,4150,Math,29,21,4
4151,4151,Math,48,36,1
4152,4152,Physics,19,13,2
4153,4153,English,28,20,3
4154,4154,Chemistry,12,8,1
4155,4155,English,40,26,5
4156,4156,English,29,17,4
4157,4157,Chemistry,40,28,5
4158,4158,English,13,7,4
4159,4159,Physics,36,18,5
4160,4160,Science,34,27,4
4161,4161,Math,24,20,1
4162,4162,Science,29,16,4
4163,4163,Math,49,23,1
4164,4164,Physics,38,20,1
4165,4165,Math,41,14,3
4166,4166,English,19,13,3
4167,4167,Physics,30,27,2
4168,4168,Physics,17,7,2
4169,4169,Science,31,20,4
4170,4170,Chemistry,37,25,4
4171,4171,Chemistry,27,17,4
4172,4172,Chemistry,17,7,5
4173,4173,Chemistry,22,15,5
4174,4174,Math,46,29,5
4175,4175,English,23,18,3
4176,4176,Science,13,10,3
4177,4177,Math,43,23,1
4178,4178,English,25,10,5
4179,4179,Physics,14,7,2
4180,4180,English,29,25,2
4181,4181,Math,20,16,5
4182,4182,Math,49,25,5
4183,4183,Math,37,23,2
4184,4184,English,24,15,4
4185,4185,Chemistry,39,24,1
4186,4186,Science,35,19,2
4187,4187,Math,38,20,5
4188,4188,Physics,15,6,3
4189,4189,Science,25,21,2
4190,4190,English,18,8,2
4191,4191,Math,49,36,3
4192,4192,Physics,33,21,3
4193,4193,Math,48,20,5
4194,4194,Math,28,22,3
4195,4195,Physics,34,28,1
4196,4196,Science,18,11,3
4197,4197,Chemistry,47,39,2
4198,4198,Chemistry,39,15,4
4199,4199,English,18,12,1
4200,4200,Chemistry,25,13,1
4201,4201,Science,20,16,2
4202,4202,Math,10,5,2
4203,4203,Math,46,25,1
4204,4204,Chemistry,14,11,3
4205,4205,English,39,30,1
4206,4206,Math,46,23,4
4207,4207,English,34,23,5
4208,4208,Chemistry,46,15,1
4209,4209,Math,14,9,1
4210,4210,Math,10,9,2
4211,4211,English,29,19,2
4212,4212,Chemistry,33,28,3
4213,4213,English,25,16,2
4214,4214,Physics,15,7,4
4215,4215,Chemistry,20,13,1
4216,4216,Physics,15,10,3
4217,4217,Science,11,7,3
4218,4218,Physics,30,23,2
4219,4219,Chemistry,17,10,5
4220,4220,Math,37,34,5
4221,4221,Chemistry,28,14,4
4222,4222,English,22,12,5
4223,4223,Math,11,5,5
4224,4224,Science,40,26,3
4225,4225,Chemistry,39,34,4
4226,4226,English,16,8,2
4227,4227,Science,36,18,4
4228,4228,Science,30,14,4
4229,4229,Math,21,9,2
4230,4230,Physics,26,17,2
4231,4231,Physics,27,13,1
4232,4232,Science,44,31,1
4233,4233,Science,18,13,5
4234,4234,Math,49,25,3
4235,4235,Chemistry,35,26,1
4236,4236,Math,49,33,2
4237,4237,Math,20,14,4
4238,4238,Science,12,8,3
4239,4239,Science,49,33,3
4240,4240,Math,23,7,5
4241,4241,Science,32,22,4
4242,4242,English,49,36,2
4243,4243,Chemistry,43,34,1
4244,4244,Physics,27,20,2
4245,4245,Physics,38,30,1
4246,4246,Math,24,16,4
4247,4247,Physics,49,33,5
4248,4248,Science,30,11,1
4249,4249,Science,29,14,4
4250,4250,Physics,44,41,5
4251,4251,Math,31,12,4
4252,4252,Math,36,19,1
4253,4253,Physics,37,14,2
4254,4254,Science,26,23,4
4255,4255,Math,38,30,1
4256,4256,Chemistry,42,24,2
4257,4257,Chemistry,25,19,1
4258,4258,Chemistry,43,34,5
4259,4259,Math,23,7,5
4260,4260,Math,22,20,4
4261,4261,Physics,38,27,1
4262,4262,Math,42,28,1
4263,4263,Physics,32,17,5
4264,4264,Physics,36,16,3
4265,4265,English,42,37,2
4266,4266,English,49,34,4
4267,4267,Science,41,30,1
4268,4268,Math,43,30,3
4269,4269,Math,23,17,2
4270,4270,Chemistry,42,18,5
4271,4271,Chemistry,29,24,1
4272,4272,Science,39,34,3
4273,4273,Science,29,15,2
4274,4274,English,24,12,2
4275,4275,Science,12,8,3
4276,4276,Science,48,16,4
4277,4277,Science,31,11,4
4278,4278,Science,18,8,3
4279,4279,Physics,46,20,4
4280,4280,Math,33,22,3
4281,4281,Math,49,25,2
4282,4282,Physics,46,16,2
4283,4283,Science,31,21,2
4284,4284,English,30,15,5
4285,4285,Science,23,19,3
4286,4286,Science,22,11,5
4287,4287,Science,19,11,2
4288,4288,Math,42,29,1
4289,4289,Physics,45,33,2
4290,4290,Chemistry,14,8,5
4291,4291,Science,33,17,3
4292,4292,Math,20,11,3
4293,4293,Math,47,28,3
4294,4294,English,31,18,3
4295,4295,Math,38,31,5
4296,4296,Math,25,14,5
4297,4297,Math,42,21,5
4298,4298,Science,26,24,4
4299,4299,Physics,29,16,1
4300,4300,English,14,9,5
4301,4301,Physics,18,16,3
4302,4302,Science,16,6,3
4303,4303,Science,15,9,5
4304,4304,English,49,36,4
4305,4305,Math,10,6,1
4306,4306,Science,14,8,5
4307,4307,Science,40,28,3
4308,4308,Science,22,12,3
4309,4309,Physics,22,11,1
4310,4310,Science,15,12,5
4311,4311,English,29,13,5
4312,4312,Chemistry,18,12,3
4313,4313,Math,27,13,1
4314,4314,Science,47,41,1
4315,4315,Science,48,28,2
4316,4316,Science,18,9,1
4317,4317,English,16,10,1
4318,4318,Physics,44,24,2
4319,4319,Physics,40,30,1
4320,4320,Chemistry,30,11,3
4321,4321,Physics,16,9,3
4322,4322,Physics,39,35,2
4323,4323,Science,19,15,2
4324,4324,Science,18,14,3
4325,4325,Physics,33,18,4
4326,4326,Science,44,31,5
4327,4327,English,46,23,3
4328,4328,Chemistry,10,9,3
4329,4329,Physics,35,33,3
4330,4330,Physics,22,19,2
4331,4331,English,32,22,3
4332,4332,Chemistry,39,19,5
4333,4333,Chemistry,41,22,4
4334,4334,Math,13,6,3
4335,4335,Science,25,7,1
4336,4336,Physics,11,9,1
4337,4337,English,38,27,2
4338,4338,English,13,7,5
4339,4339,Chemistry,47,38,4
4340,4340,Chemistry,38,20,5
4341,4341,Science,39,17,4
4342,4342,Physics,45,30,5
4343,4343,Science,24,13,4
4344,4344,Math,39,19,2
4345,4345,English,36,31,1
4346,4346,Physics,49,41,5
4347,4347,Science,33,23,4
4348,4348,Chemistry,17,9,2
4349,4349,Chemistry,30,24,4
4350,4350,Chemistry,17,8,2
4351,4351,Science,25,19,3
4352,4352,Physics,22,14,1
4353,4353,English,20,12,2
4354,4354,English,26,14,4
4355,4355,Physics,38,28,5
4356,4356,Science,13,10,3
4357,4357,English,39,35,3
4358,4358,Chemistry,42,22,5
4359,4359,Science,47,33,5
4360,4360,Physics,30,23,2
4361,4361,Chemistry,28,10,2
4362,4362,Math,43,24,5
4363,4363,Physics,41,38,5
4364,4364,Science,14,8,1
4365,4365,Chemistry,43,33,1
4366,4366,Chemistry,43,30,4
4367,4367,Physics,15,9,4
4368,4368,Physics,41,22,1
4369,4369,English,15,11,4
4370,4370,Math,27,11,2
4371,4371,Physics,32,26,1
4372,4372,Chemistry,27,14,2
4373,4373,Chemistry,15,6,3
4374,4374,Science,14,8,2
4375,4375,Physics,49,27,3
4376,4376,Science,14,8,4
4377,4377,English,28,14,1
4378,4378,Math,13,6,1
4379,4379,English,46,33,5
4380,4380,Chemistry,48,20,1
4381,4381,Chemistry,34,20,4
4382,4382,Physics,13,10,5
4383,4383,Math,28,19,5
4384,4384,Physics,47,33,5
4385,4385,Chemistry,22,14,5
4386,4386,Physics,23,14,2
4387,4387,Science,41,26,5
4388,4388,Science,16,13,1
4389,4389,Chemistry,37,20,3
4390,4390,English,29,16,2
4391,4391,Physics,39,21,1
4392,4392,Science,47,18,2
4393,4393,Physics,17,5,4
4394,4394,Chemistry,30,20,1
4395,4395,Physics,20,7,3
4396,4396,Chemistry,13,8,5
4397,4397,Chemistry,14,6,2
4398,4398,Physics,12,11,2
4399,4399,Science,17,9,2
4400,4400,Physics,48,34,5
4401,4401,Science,47,29,4
4402,4402,English,48,24,3
4403,4403,English,48,34,1
4404,4404,Chemistry,38,27,4
4405,4405,Science,12,11,5
4406,4406,English,40,21,3
4407,4407,English,44,36,1
4408,4408,Physics,15,4,2
4409,4409,Science,28,23,3
4410,4410,Science,25,23,3
4411,4411,Physics,29,26,2
4412,4412,Science,42,32,2
4413,4413,Chemistry,19,14,4
4414,4414,Chemistry,20,11,3
4415,4415,English,47,26,2
4416,4416,Science,41,29,3
4417,4417,Physics,41,17,3
4418,4418,Math,31,25,4
4419,4419,Physics,17,9,2
4420,4420,Chemistry,31,17,1
4421,4421,Math,14,5,5
4422,4422,Science,35,12,4
4423,4423,Chemistry,41,16,1
4424,4424,Chemistry,45,24,4
4425,4425,Science,47,30,1
4426,4426,English,42,16,5
4427,4427,Science,30,22,2
4428,4428,Physics,48,16,2
4429,4429,Physics,34,15,1
4430,4430,Science,11,5,1
4431,4431,Physics,26,13,1
4432,4432,Chemistry,46,32,1
4433,4433,English,23,17,5
4434,4434,Physics,15,10,1
4435,4435,English,17,12,3
4436,4436,Chemistry,43,32,2
4437,4437,Science,17,9,1
4438,4438,English,39,22,1
4439,4439,Math,16,11,1
4440,4440,Chemistry,25,12,2
4441,4441,Math,31,14,3
4442,4442,Chemistry,30,19,4
4443,4443,English,28,11,2
4444,4444,Science,23,10,5
4445,4445,Physics,35,23,1
4446,4446,English,39,13,2
4447,4447,Chemistry,37,22,4
4448,4448,English,47,24,2
4449,4449,Science,36,19,4
4450,4450,English,31,16,4
4451,4451,English,23,15,4
4452,4452,English,32,28,2
4453,4453,Math,30,23,2
4454,4454,Chemistry,19,9,4
4455,4455,Math,39,29,2
4456,4456,Physics,41,29,4
4457,4457,Science,26,19,4
4458,4458,English,19,6,1
4459,4459,Math,46,25,3
4460,4460,Math,27,19,5
4461,4461,Chemistry,49,45,1
4462,4462,English,44,38,3
4463,4463,Science,39,31,2
4464,4464,Chemistry,23,16,2
4465,4465,Math,27,13,3
4466,4466,Math,14,7,3
4467,4467,Science,42,20,5
4468,4468,Math,18,10,1
4469,4469,Chemistry,21,6,1
4470,4470,Science,13,5,4
4471,4471,Chemistry,46,21,5
4472,4472,Science,48,40,4
4473,4473,Chemistry,24,13,3
4474,4474,Math,27,18,5
4475,4475,Chemistry,35,28,3
4476,4476,Science,10,8,3
4477,4477,Math,30,10,1
4478,4478,Math,10,7,3
4479,4479,Physics,41,29,1
4480,4480,English,46,28,4
4481,4481,English,18,10,4
4482,4482,Chemistry,16,11,3
4483,4483,Chemistry,12,8,2
4484,4484,English,35,26,3
4485,4485,Math,31,24,2
4486,4486,English,17,12,3
4487,4487,Science,42,24,3
4488,4488,Chemistry,37,26,5
4489,4489,Physics,23,15,2
4490,4490,English,48,35,1
4491,4491,Science,18,11,5
4492,4492,Math,24,20,1
4493,4493,Science,39,34,1
4494,4494,Math,15,4,1
4495,4495,Physics,36,23,4
4496,4496,Chemistry,25,17,5
4497,4497,Science,13,6,2
4498,4498,English,23,21,5
4499,4499,Physics,44,39,4
4500,4500,Chemistry,26,23,5
4501,4501,Chemistry,37,27,5
4502,4502,Science,29,14,5
4503,4503,Physics,44,23,4
4504,4504,Physics,46,23,2
4505,4505,Science,45,40,4
4506,4506,English,16,12,1
4507,4507,Science,46,29,1
4508,4508,Chemistry,12,10,1
4509,4509,Physics,46,20,2
4510,4510,Physics,34,27,4
4511,4511,Chemistry,40,23,2
4512,4512,Science,32,11,5
4513,4513,Science,17,10,3
4514,4514,English,15,7,2
4515,4515,Math,23,9,4
4516,4516,Chemistry,24,22,2
4517,4517,Science,48,34,5
4518,4518,English,11,9,1
4519,4519,English,41,35,3
4520,4520,Physics,11,8,4
4521,4521,Math,38,31,2
4522,4522,Science,43,26,2
4523,4523,Chemistry,35,12,3
4524,4524,English,33,14,2
4525,4525,Physics,30,27,1
4526,4526,English,13,4,4
4527,4527,Math,28,24,2
4528,4528,Math,27,17,1
4529,4529,Science,26,7,4
4530,4530,Chemistry,35,24,2
4531,4531,Chemistry,26,21,3
4532,4532,Physics,37,30,1
4533,4533,English,18,9,3
4534,4534,Chemistry,21,11,1
4535,4535,Math,18,8,5
4536,4536,English,43,19,5
4537,4537,Chemistry,32,23,3
4538,4538,Chemistry,48,24,4
4539,4539,Math,13,12,3
4540,4540,Chemistry,48,29,5
4541,4541,English,15,10,1
4542,4542,Science,12,7,5
4543,4543,Science,27,19,3
4544,4544,Physics,12,3,1
4545,4545,Science,32,16,2
4546,4546,English,39,32,2
4547,4547,Math,26,14,4
4548,4548,Math,18,11,3
4549,4549,Math,26,12,2
4550,4550,Chemistry,17,11,2
4551,4551,Math,37,21,4
4552,4552,Science,17,14,1
4553,4553,Physics,35,16,4
4554,4554,English,34,26,5
4555,4555,Math,31,20,4
4556,4556,Math,15,8,2
4557,4557,Chemistry,48,26,2
4558,4558,Science,31,10,2
4559,4559,English,19,15,2
4560,4560,English,20,7,5
4561,4561,Physics,23,12,4
4562,4562,English,22,16,3
4563,4563,Math,10,7,3
4564,4564,Math,46,40,3
4565,4565,Science,35,12,5
4566,4566,Science,12,8,1
4567,4567,Science,27,16,3
4568,4568,Physics,14,8,4
4569,4569,Physics,26,17,5
4570,4570,Science,20,17,2
4571,4571,Chemistry,23,20,4
4572,4572,Chemistry,18,15,3
4573,4573,Chemistry,39,28,3
4574,4574,Science,38,19,1
4575,4575,Physics,39,28,3
4576,4576,English,19,13,2
4577,4577,Math,27,17,5
4578,4578,Physics,13,9,1
4579,4579,Math,27,16,2
4580,4580,English,49,41,5
4581,4581,English,33,26,5
4582,4582,Physics,34,17,5
4583,4583,Math,25,13,2
4584,4584,Math,27,19,1
4585,4585,Math,19,13,3
4586,4586,Chemistry,28,18,4
4587,4587,Chemistry,43,27,1
4588,4588,English,14,4,2
4589,4589,Science,29,8,2
4590,4590,Math,37,28,3
4591,4591,Math,44,31,3
4592,4592,Physics,28,10,5
4593,4593,English,27,22,3
4594,4594,Math,14,7,2
4595,4595,Math,33,24,4
4596,4596,Chemistry,17,12,4
4597,4597,Math,47,36,5
4598,4598,Physics,31,15,1
4599,4599,English,36,29,4
4600,4600,English,49,30,5
4601,4601,Math,12,6,3
4602,4602,Math,36,11,2
4603,4603,Math,17,11,5
4604,4604,Physics,11,7,5
4605,4605,Science,12,8,1
4606,4606,Math,16,13,2
4607,4607,Science,15,12,3
4608,4608,English,40,12,5
4609,4609,English,31,26,1
4610,4610,Chemistry,30,11,1
4611,4611,Chemistry,36,11,1
4612,4612,Math,10,5,4
4613,4613,Chemistry,26,22,1
4614,4614,English,19,14,5
4615,4615,Math,41,18,4
4616,4616,Math,13,8,1
4617,4617,English,27,14,5
4618,4618,English,27,11,5
4619,4619,Math,42,28,1
4620,4620,Science,28,15,2
4621,4621,Physics,46,26,1
4622,4622,Science,36,23,1
4623,4623,Math,37,19,5
4624,4624,Science,26,13,1
4625,4625,Physics,28,20,1
4626,4626,English,47,24,1
4627,4627,Physics,46,34,2
4628,4628,Physics,20,9,2
4629,4629,English,22,13,2
4630,4630,Physics,46,15,2
4631,4631,Science,25,14,4
4632,4632,Math,24,12,4
4633,4633,Science,44,17,4
4634,4634,Physics,11,6,4
4635,4635,Science,43,29,4
4636,4636,Math,17,11,2
4637,4637,Chemistry,31,27,3
4638,4638,Math,36,30,4
4639,4639,Chemistry,36,21,3
4640,4640,English,49,35,4
4641,4641,Math,33,12,2
4642,4642,Chemistry,13,8,2
4643,4643,English,24,17,2
4644,4644,Math,48,37,3
4645,4645,Science,23,18,4
4646,4646,English,42,13,3
4647,4647,Chemistry,10,7,2
4648,4648,Math,16,8,5
4649,4649,Math,38,28,5
4650,4650,Physics,19,10,5
4651,4651,Chemistry,22,8,1
4652,4652,Math,45,32,2
4653,4653,Math,40,28,1
4654,4654,Chemistry,13,11,5
4655,4655,Math,34,17,5
4656,4656,Science,44,36,3
4657,4657,Science,46,33,2
4658,4658,Math,26,22,2
4659,4659,English,44,40,4
4660,4660,Physics,20,9,3
4661,4661,Math,17,15,1
4662,4662,Science,43,31,2
4663,4663,Physics,43,24,5
4664,4664,Chemistry,15,7,3
4665,4665,Math,40,16,2
4666,4666,Science,13,7,2
4667,4667,English,29,25,5
4668,4668,English,33,25,1
4669,4669,Math,40,26,2
4670,4670,Physics,42,25,4
4671,4671,Math,27,14,1
4672,4672,Math,25,23,3
4673,4673,Science,42,24,5
4674,4674,English,23,16,5
4675,4675,Chemistry,46,23,5
4676,4676,Physics,21,11,3
4677,4677,Physics,19,17,3
4678,4678,Science,11,7,1
4679,4679,Chemistry,29,13,4
4680,4680,Math,45,27,1
4681,4681,English,15,9,3
4682,4682,Science,37,26,1
4683,4683,Chemistry,24,12,4
4684,4684,Chemistry,25,20,4
4685,4685,English,19,10,4
4686,4686,Physics,25,15,4
4687,4687,Chemistry,19,12,2
4688,4688,Chemistry,25,14,4
4689,4689,Physics,13,7,3
4690,4690,Chemistry,43,31,1
4691,4691,Science,36,27,1
4692,4692,English,10,6,2
4693,4693,Math,49,27,2
4694,4694,Science,49,45,4
4695,4695,English,31,28,2
4696,4696,Math,14,12,4
4697,4697,Math,40,25,3
4698,4698,Chemistry,47,24,4
4699,4699,Physics,46,32,3
4700,4700,English,29,16,5
4701,4701,Math,40,18,1
4702,4702,Chemistry,22,12,2
4703,4703,Math,35,23,3
4704,4704,English,26,14,5
4705,4705,Physics,13,11,2
4706,4706,Science,30,18,5
4707,4707,Science,20,18,3
4708,4708,Science,28,20,3
4709,4709,Math,13,7,1
4710,4710,Physics,28,18,4
4711,4711,Physics,32,27,3
4712,4712,Math,23,15,2
4713,4713,Math,25,9,4
4714,4714,Science,48,17,3
4715,4715,Math,26,10,2
4716,4716,Physics,16,11,5
4717,4717,Science,26,23,3
4718,4718,Physics,29,21,5
4719,4719,Math,18,10,5
4720,4720,Chemistry,20,10,3
4721,4721,English,11,6,2
4722,4722,Chemistry,47,28,4
4723,4723,Science,30,25,3
4724,4724,Chemistry,21,13,5
4725,4725,Math,23,17,3
4726,4726,Chemistry,46,23,5
4727,4727,English,44,30,1
4728,4728,Physics,24,12,5
4729,4729,Physics,43,29,5
4730,4730,Physics,39,34,5
4731,4731,Science,10,5,2
4732,4732,Physics,40,13,3
4733,4733,Science,35,20,3
4734,4734,Chemistry,14,8,1
4735,4735,Physics,22,18,3
4736,4736,Math,48,28,2
4737,4737,Math,39,29,2
4738,4738,Science,27,16,1
4739,4739,Physics,42,24,2
4740,4740,Physics,19,13,3
4741,4741,Chemistry,35,32,2
4742,4742,Math,23,10,2
4743,4743,Chemistry,28,15,4
4744,4744,English,48,24,2
4745,4745,English,31,27,5
4746,4746,English,32,29,2
4747,4747,English,45,23,5
4748,4748,Physics,24,20,2
4749,4749,English,13,7,3
4750,4750,English,12,5,5
4751,4751,Physics,15,7,1
4752,4752,Chemistry,21,11,1
4753,4753,Chemistry,21,16,3
4754,4754,English,11,9,3
4755,4755,Physics,10,6,1
4756,4756,English,40,23,4
4757,4757,English,32,16,2
4758,4758,English,21,14,1
4759,4759,Science,11,6,2
4760,4760,Math,34,10,3
4761,4761,Math,37,31,3
4762,4762,Physics,26,9,1
4763,4763,Math,43,21,5
4764,4764,English,19,12,2
4765,4765,Physics,39,26,5
4766,4766,Chemistry,22,8,2
4767,4767,Chemistry,44,29,3
4768,4768,Physics,13,5,5
4769,4769,Chemistry,19,9,1
4770,4770,Science,10,8,2
4771,4771,Physics,22,15,2
4772,4772,Physics,37,21,1
4773,4773,English,21,10,3
4774,4774,Physics,22,19,1
4775,4775,Science,15,8,5
4776,4776,Science,31,18,4
4777,4777,Chemistry,12,3,3
4778,4778,Math,43,16,1
4779,4779,Chemistry,32,20,1
4780,4780,Science,14,5,1
4781,4781,Chemistry,10,5,3
4782,4782,Chemistry,35,14,4
4783,4783,Science,23,9,3
4784,4784,Physics,26,18,1
4785,4785,Chemistry,42,21,5
4786,4786,Physics,26,20,2
4787,4787,Math,29,17,4
4788,4788,Physics,18,8,5
4789,4789,Chemistry,25,16,5
4790,4790,Math,32,22,2
4791,4791,Chemistry,21,11,4
4792,4792,Math,41,23,5
4793,4793,Math,38,19,2
4794,4794,Math,12,8,2
4795,4795,Physics,38,19,4
4796,4796,Physics,13,8,1
4797,4797,Math,14,7,1
4798,4798,Science,36,16,5
4799,4799,Math,45,32,2
4800,4800,Chemistry,11,7,2
4801,4801,English,14,10,2
4802,4802,Chemistry,47,40,4
4803,4803,Science,33,18,4
4804,4804,Physics,42,35,1
4805,4805,Math,24,19,5
4806,4806,English,31,16,4
4807,4807,Chemistry,44,31,5
4808,4808,Math,13,10,4
4809,4809,Math,35,16,5
4810,4810,Math,31,27,3
4811,4811,Chemistry,27,23,1
4812,4812,Chemistry,16,5,1
4813,4813,English,36,25,3
4814,4814,English,17,8,3
4815,4815,Math,43,28,5
4816,4816,Physics,48,33,1
4817,4817,Math,21,10,4
4818,4818,Chemistry,17,12,4
4819,4819,Science,44,35,1
4820,4820,English,47,14,1
4821,4821,Science,34,23,4
4822,4822,Math,20,10,3
4823,4823,Chemistry,13,7,4
4824,4824,Chemistry,37,24,2
4825,4825,Science,38,30,2
4826,4826,Science,42,30,2
4827,4827,English,35,13,1
4828,4828,Math,34,27,3
4829,4829,Math,24,22,1
4830,4830,Physics,42,30,2
4831,4831,Science,12,8,3
4832,4832,Science,15,11,1
4833,4833,Science,26,9,5
4834,4834,Science,32,21,2
4835,4835,English,42,37,3
4836,4836,Science,26,19,2
4837,4837,Science,30,21,2
4838,4838,Science,48,25,4
4839,4839,English,15,7,1
4840,4840,Science,35,26,2
4841,4841,Physics,30,14,4
4842,4842,Math,29,15,4
4843,4843,English,28,16,3
4844,4844,Physics,22,17,1
4845,4845,Chemistry,11,7,2
4846,4846,Physics,29,23,2
4847,4847,Science,39,22,1
4848,4848,English,17,10,2
4849,4849,Science,20,7,1
4850,4850,Physics,37,21,4
4851,4851,English,21,8,2
4852,4852,English,47,20,3
4853,4853,English,10,3,4
4854,4854,Physics,47,43,1
4855,4855,Math,30,20,5
4856,4856,Math,11,3,1
4857,4857,Physics,37,28,2
4858,4858,Math,44,18,5
4859,4859,Math,42,12,1
4860,4860,English,18,10,3
4861,4861,Physics,43,21,3
4862,4862,Chemistry,18,9,5
4863,4863,English,25,12,2
4864,4864,Math,14,7,4
4865,4865,Science,12,6,1
4866,4866,Physics,10,6,3
4867,4867,Math,25,11,3
4868,4868,Math,41,21,1
4869,4869,Science,19,16,1
4870,4870,Physics,44,34,2
4871,4871,Math,47,19,5
4872,4872,Physics,49,24,1
4873,4873,Science,49,15,2
4874,4874,Physics,40,28,3
4875,4875,Chemistry,35,22,5
4876,4876,Science,48,24,4
4877,4877,Science,30,10,2
4878,4878,English,49,28,5
4879,4879,English,31,15,1
4880,4880,Science,46,31,2
4881,4881,Math,22,16,2
4882,4882,Chemistry,45,35,1
4883,4883,Physics,34,25,4
4884,4884,Math,23,12,5
4885,4885,Physics,26,18,4
4886,4886,Chemistry,28,20,5
4887,4887,English,18,12,4
4888,4888,Math,32,15,2
4889,4889,English,34,32,1
4890,4890,Chemistry,19,8,4
4891,4891,English,35,29,2
4892,4892,Science,28,23,5
4893,4893,Math,26,20,3
4894,4894,Science,41,21,4
4895,4895,English,47,40,4
4896,4896,Math,10,6,2
4897,4897,Math,16,14,5
4898,4898,Math,31,24,3
4899,4899,Physics,38,25,4
4900,4900,Math,26,22,1
4901,4901,English,19,15,2
4902,4902,Physics,24,16,3
4903,4903,Physics,28,26,5
4904,4904,Science,16,8,4
4905,4905,Physics,25,20,3
4906,4906,Math,33,17,4
4907,4907,English,38,31,4
4908,4908,Physics,35,27,3
4909,4909,Science,29,14,3
4910,4910,English,15,12,3
4911,4911,Math,32,16,1
4912,4912,Physics,27,19,4
4913,4913,Physics,37,21,2
4914,4914,Chemistry,47,33,4
4915,4915,English,21,15,3
4916,4916,Chemistry,10,8,4
4917,4917,Chemistry,46,36,2
4918,4918,Physics,23,18,5
4919,4919,Science,30,22,2
4920,4920,English,48,36,2
4921,4921,Math,30,26,1
4922,4922,Science,33,30,2
4923,4923,Math,13,11,5
4924,4924,English,18,11,3
4925,4925,English,19,17,2
4926,4926,English,12,6,3
4927,4927,Science,16,10,2
4928,4928,Math,42,13,4
4929,4929,Chemistry,26,21,1
4930,4930,Science,18,8,5
4931,4931,Physics,45,36,5
4932,4932,Chemistry,14,10,2
4933,4933,English,36,27,1
4934,4934,Math,21,12,4
4935,4935,Science,37,25,2
4936,4936,Chemistry,45,30,2
4937,4937,English,40,29,5
4938,4938,English,46,43,1
4939,4939,Math,47,25,3
4940,4940,Science,31,22,3
4941,4941,Math,47,42,1
4942,4942,Science,21,19,2
4943,4943,English,19,10,4
4944,4944,Chemistry,13,8,5
4945,4945,Physics,35,26,5
4946,4946,Science,35,22,5
4947,4947,Chemistry,16,11,4
4948,4948,English,31,21,3
4949,4949,English,23,20,4
4950,4950,Math,31,19,3
4951,4951,Physics,22,16,3
4952,4952,Physics,35,19,5
4953,4953,English,45,13,4
4954,4954,Physics,15,9,2
4955,4955,Physics,24,14,4
4956,4956,Chemistry,16,11,4
4957,4957,Physics,20,14,4
4958,4958,English,34,14,1
4959,4959,English,17,14,4
4960,4960,Physics,11,6,1
4961,4961,Math,17,10,3
4962,4962,English,11,9,5
4963,4963,Physics,41,37,5
4964,4964,Science,30,10,2
4965,4965,English,10,3,3
4966,4966,Math,40,33,1
4967,4967,Chemistry,22,6,4
4968,4968,English,32,13,1
4969,4969,Chemistry,27,15,2
4970,4970,English,42,21,1
4971,4971,Math,26,16,1
4972,4972,Physics,44,40,3
4973,4973,Physics,37,12,5
4974,4974,Science,39,20,4
4975,4975,English,12,11,1
4976,4976,English,27,20,5
4977,4977,English,26,19,5
4978,4978,Chemistry,39,23,5
4979,4979,Math,19,13,3
4980,4980,Chemistry,28,22,2
4981,4981,Math,27,9,1
4982,4982,Math,15,13,5
4983,4983,Chemistry,44,23,3
4984,4984,Physics,48,17,4
4985,4985,Chemistry,27,16,4
4986,4986,Chemistry,43,21,1
4987,4987,Science,13,8,4
4988,4988,Science,29,22,3
4989,4989,Chemistry,13,8,3
4990,4990,Physics,42,32,1
4991,4991,Physics,14,11,4
4992,4992,Chemistry,44,13,3
4993,4993,Math,37,19,4
4994,4994,Math,37,27,5
4995,4995,Chemistry,40,23,5
4996,4996,Physics,34,17,1
4997,4997,Science,35,17,1
4998,4998,Chemistry,26,17,2
4999,4999,Chemistry,32,26,3
5000,5000,Math,18,11,3
5001,5001,Science,46,30,5
5002,5002,Chemistry,47,29,1
5003,5003,English,24,16,1
5004,5004,Math,14,12,5
5005,5005,Physics,40,29,1
5006,5006,English,23,8,4
5007,5007,English,32,12,5
5008,5008,Math,36,17,5
5009,5009,Science,27,15,2
5010,5010,Physics,29,13,3
5011,5011,Science,35,22,5
5012,5012,Math,23,13,1
5013,5013,English,39,21,4
5014,5014,Physics,49,40,2
5015,5015,Science,17,11,5
5016,5016,Chemistry,43,19,2
5017,5017,Chemistry,24,15,5
5018,5018,English,32,18,1
5019,5019,English,31,15,4
5020,5020,Science,41,18,5
5021,5021,English,37,30,1
5022,5022,Chemistry,12,8,1
5023,5023,Physics,10,5,2
5024,5024,Physics,29,15,5
5025,5025,Physics,30,15,1
5026,5026,Chemistry,17,11,5
5027,5027,Chemistry,41,32,2
5028,5028,Science,45,28,1
5029,5029,Physics,12,9,5
5030,5030,Math,42,34,1
5031,5031,English,10,7,1
5032,5032,Physics,11,9,3
5033,5033,Science,14,8,5
5034,5034,Science,11,9,2
5035,5035,Science,49,28,3
5036,5036,Physics,47,40,2
5037,5037,Science,36,30,2
5038,5038,Science,17,15,4
5039,5039,Physics,45,35,4
